Date,Reservoir 1 Level,Reservoir 2 Level,Generator Production (MWh),Discharge (m³),Load Shedding (MWh),Spillage (MWh),Bypass Water (MWh),Regulated Inflow (m³),Unregulated Inflow (m³),Penalty for Load Shedding,Penalty for Spillage,Penalty for Bypass
05/02/2028,13.53696687,10.90559468,55.14850207,114.6270214,6,2,2,2207,3149,85,24,16
06/02/2028,13.02479029,16.68003251,55.15096786,134.1946677,2,0,0,1997,2902,85,27,16
07/02/2028,19.75373277,11.33326816,56.19540808,139.7398877,8,4,1,1934,3496,90,25,16
08/02/2028,11.70115417,18.51845926,57.73230978,105.6429082,4,4,0,2280,3334,93,25,10
09/02/2028,18.98238064,18.17191051,45.26072355,126.6760715,4,1,1,1983,3175,93,25,12
10/02/2028,17.76803332,10.13661685,44.49118939,105.063259,3,4,2,1946,3399,91,19,11
11/02/2028,10.76479955,18.95726356,49.31011333,143.628701,8,4,0,1883,3086,80,29,14
12/02/2028,19.86729102,10.28944317,45.30178338,125.3818361,7,0,1,2009,2732,70,16,11
13/02/2028,12.71365964,12.39645785,54.68619978,140.3982845,3,2,2,1669,3428,84,22,14
14/02/2028,10.98582927,10.32389138,52.71879153,118.4042819,3,4,2,2449,2783,93,28,14
15/02/2028,18.29314234,13.35843487,57.49975376,106.2539113,1,1,2,2368,2979,73,22,13
16/02/2028,17.06675534,15.13866526,41.65476607,102.0749652,8,2,2,1822,3388,99,21,16
17/02/2028,16.17218806,17.96644869,58.30166667,114.075481,2,1,0,2347,3266,87,20,19
18/02/2028,11.55980864,13.3798155,45.86697253,112.211685,3,4,1,1973,3475,86,15,15
19/02/2028,14.78496116,17.05490025,49.81388692,128.0175987,6,2,0,1731,2508,76,22,11
20/02/2028,17.80556027,11.87504457,48.77222872,101.0869419,9,4,1,2195,3214,87,15,13
21/02/2028,13.03623938,17.50598457,55.20623302,126.0285272,7,0,2,1858,3401,82,22,16
22/02/2028,13.11689829,12.35996606,48.40666619,119.5885871,7,2,0,1774,2878,89,25,18
23/02/2028,10.03140906,11.43544756,58.87106291,128.8561135,3,1,2,2441,3316,89,16,18
24/02/2028,11.74243402,11.8540885,58.05067765,135.1208764,6,0,1,2410,3102,98,22,12
25/02/2028,18.75405625,11.82063129,57.44322304,131.7045973,9,3,2,1531,2880,79,24,10
26/02/2028,14.41746492,15.12862879,41.42516665,149.2322185,0,1,0,1676,3343,70,26,18
27/02/2028,19.84234499,18.44797581,57.08516123,106.9132672,5,4,0,2416,3161,71,18,17
28/02/2028,13.95707964,10.79605077,55.63270891,121.4868504,5,1,1,1564,2859,86,21,16
29/02/2028,17.15186455,17.06956318,42.07025894,121.2415368,5,3,1,2209,2675,91,19,15
01/03/2028,12.81919043,16.5434646,42.14828651,120.8526602,1,1,0,1526,2984,98,22,19
02/03/2028,13.63809641,18.72519952,42.02327623,133.1899196,7,0,0,2162,2904,72,26,16
03/03/2028,11.90725988,12.44147561,40.22665186,124.491403,4,1,0,2314,2532,86,29,18
04/03/2028,13.47062368,14.50109859,50.9726861,125.871628,4,2,0,1978,2964,81,20,15
05/03/2028,15.4723752,19.25827374,59.46788583,121.6177996,1,3,1,1767,3195,93,28,19
06/03/2028,19.91772881,16.5999345,48.77369406,149.5849731,3,1,0,2096,2656,99,29,12
07/03/2028,16.64201713,13.88768413,50.81515004,146.3780674,8,3,1,1565,3064,81,19,12
08/03/2028,11.99245954,11.31412383,59.35939594,115.3862095,8,0,0,1632,3307,99,15,13
09/03/2028,10.44961442,12.62485008,45.10364458,105.5796962,5,2,0,2404,2701,89,17,19
10/03/2028,11.26356481,15.81215477,57.16940505,141.9882362,8,4,2,2415,3285,79,24,19
11/03/2028,15.62555201,17.18167948,50.92780934,149.8585126,3,1,2,1865,2674,76,23,17
12/03/2028,17.65160329,11.24421887,51.38953029,114.6304447,0,0,0,1581,2743,79,29,19
13/03/2028,19.40419207,15.9959726,46.86347714,117.8892463,1,3,1,2392,2768,87,28,18
14/03/2028,10.15823172,15.50351279,51.23168722,147.0816591,0,3,0,2330,3422,91,23,17
15/03/2028,15.22760142,15.13955447,41.46285019,135.5564759,7,0,2,2481,2945,75,19,19
16/03/2028,14.70867356,16.90123118,55.29287145,114.7819166,8,1,0,1827,2573,76,17,11
17/03/2028,16.56055022,18.37449595,45.69375523,129.0523246,9,4,2,1597,2595,97,20,13
18/03/2028,15.59578854,13.22989683,57.75216659,147.211479,5,1,0,2084,3372,86,19,13
19/03/2028,16.87039151,18.8901219,47.35701389,140.5906553,1,2,0,1826,2672,99,29,11
20/03/2028,16.58082585,11.60633613,42.85648221,137.0916357,5,1,1,2041,3398,81,15,17
21/03/2028,11.17011725,11.7302387,53.91763149,136.8498156,8,2,2,1624,2905,86,16,12
22/03/2028,17.99717914,12.66772064,43.29156289,108.9010162,2,3,2,1709,2654,87,26,11
23/03/2028,11.23232576,11.1953087,55.07361031,141.234062,8,2,2,2486,2682,83,19,16
24/03/2028,16.98530625,12.30319225,59.36224473,113.8059316,1,4,1,2283,2822,80,28,10
25/03/2028,14.16145368,11.06411763,55.59105738,146.5183329,4,0,0,2224,2788,71,23,15
26/03/2028,15.13850735,18.21752417,40.44898497,118.2319996,1,2,1,1632,2757,90,26,12
27/03/2028,19.03298014,11.38968992,51.99771576,142.8830199,6,1,0,2002,3086,70,18,12
28/03/2028,18.89883726,17.47297558,53.90821342,113.3116747,9,2,1,1656,2673,80,23,14
29/03/2028,18.17856306,10.47913868,56.50916652,125.7263468,8,3,1,2058,2829,71,17,12
30/03/2028,15.1014838,19.48520328,41.12004618,105.3442648,6,2,2,2368,2730,85,15,13
31/03/2028,17.3623981,17.11160088,49.60215656,133.0059451,4,4,1,2374,3258,91,20,12
01/04/2028,15.12897056,10.06796549,50.70741745,141.8039638,3,2,0,1881,2660,72,29,16
02/04/2028,18.69606082,17.638565,43.38249725,135.9223641,3,4,1,1521,2685,89,24,12
03/04/2028,14.02775833,15.14081921,46.44899619,126.1629256,9,1,1,2473,3402,70,28,19
04/04/2028,19.70235344,17.7936517,48.80443453,102.2557939,7,3,0,2452,2642,90,21,13
05/04/2028,19.32322758,15.22496809,56.66419376,146.6720504,9,0,2,2094,2781,89,18,11
06/04/2028,17.41602619,16.41024858,58.58815132,135.2744774,9,1,0,1918,3406,77,24,11
07/04/2028,12.79415884,17.86331655,52.56845658,137.2932119,9,1,0,1971,3139,88,19,18
08/04/2028,11.31653589,14.05108055,47.89890372,139.7340288,9,0,0,1733,3177,95,18,10
09/04/2028,18.5470345,10.0270815,45.08062036,137.3871713,9,2,1,2071,2526,70,17,10
10/04/2028,11.65302286,18.49946496,59.64270369,122.0558082,0,2,1,1953,2745,99,15,19
11/04/2028,18.54260789,13.80890363,59.66039996,136.6810915,4,2,0,2199,2986,98,27,10
12/04/2028,14.90765007,14.96042726,58.49953896,131.2513394,1,3,0,2069,3146,95,20,12
13/04/2028,14.06556784,10.07766642,55.713383,142.7008167,8,1,2,2270,3396,74,24,11
14/04/2028,19.03190779,14.9209201,46.51559087,140.1229908,6,4,1,1661,2701,99,19,12
15/04/2028,16.03850983,19.86487402,56.34000967,102.0687191,9,0,1,1800,2520,70,25,14
16/04/2028,15.76614007,12.78267661,48.17586035,118.9443545,7,1,1,1805,3090,80,15,18
17/04/2028,15.58765945,13.9541827,46.53546196,101.7358076,5,2,1,1501,3169,90,19,11
18/04/2028,13.71169516,16.87189996,54.89730717,105.1037462,8,0,0,1770,2593,78,20,10
19/04/2028,17.85643104,18.14793668,41.59307855,130.0705361,5,4,0,1920,2507,74,24,15
20/04/2028,12.52798444,14.17391624,40.97125447,143.6910911,6,1,2,1642,2971,71,19,12
21/04/2028,19.3889496,13.0966887,48.95907394,105.9912379,6,1,1,2199,2838,82,15,16
22/04/2028,18.93985205,19.378258,48.91277602,122.5544644,8,3,1,2363,2758,87,28,15
23/04/2028,13.37480326,16.77144967,57.91288306,145.5439452,7,1,0,2352,2554,95,19,16
24/04/2028,17.2946377,11.19021304,42.52306193,140.7150492,0,1,2,2459,3410,94,24,14
25/04/2028,15.73223194,10.68927878,42.46567855,125.9833948,3,4,0,2476,3047,81,15,10
26/04/2028,13.37649302,14.83549851,42.94905201,138.578572,6,4,1,2493,2505,83,25,12
27/04/2028,19.88521648,12.20090066,40.59472523,126.1346887,7,0,1,2235,2876,74,17,12
28/04/2028,10.25237346,12.53984753,41.43463476,107.9046169,6,2,2,2378,3053,96,26,16
29/04/2028,12.52646031,18.77692179,53.19739734,106.2368057,2,4,0,2191,2549,93,27,12
30/04/2028,15.20074061,10.89566024,48.63168658,109.4184116,3,0,1,2034,2611,79,16,14
01/05/2028,15.21953003,17.15364115,55.27206134,117.5461047,6,1,1,2366,2645,89,27,13
02/05/2028,15.88933075,12.71142253,59.85195437,146.5264634,7,0,2,1536,2729,71,15,13
03/05/2028,17.51676172,17.60328221,53.18069362,139.9839207,6,0,1,1606,3222,73,18,16
04/05/2028,16.23477831,17.22411384,41.00911141,121.6400781,5,0,1,1796,2996,81,16,10
05/05/2028,16.00281461,10.07391901,42.0912573,124.6538355,8,0,0,2240,2805,80,19,16
06/05/2028,10.53514463,15.09135413,57.6200817,113.2804729,8,4,2,2324,3041,73,24,17
07/05/2028,13.76530288,11.39319482,50.54991889,135.2176478,6,2,2,1596,2960,80,15,12
08/05/2028,12.3205574,18.66227031,56.49674319,140.1382836,7,0,2,1780,3306,78,26,12
09/05/2028,12.65370112,18.71585883,57.13224672,111.9452348,5,3,0,1609,3127,79,24,13
10/05/2028,15.54337474,14.18345807,58.55349083,102.0910812,0,1,2,2048,3407,96,15,15
11/05/2028,11.99505315,14.44395618,58.99658411,131.1944472,0,1,1,2051,2725,75,25,16
12/05/2028,12.93949101,13.03282939,51.09651593,128.125606,5,1,2,2096,2558,84,24,10
13/05/2028,12.37084709,17.16606299,46.82040345,120.1065578,1,1,1,2313,2575,79,18,13
14/05/2028,19.48502943,13.58661363,59.23729749,132.1946971,7,1,2,1687,2927,91,21,16
15/05/2028,19.44665732,12.67792475,50.94812812,127.5306649,0,0,2,2251,3227,90,28,11
16/05/2028,16.09941559,14.3223106,41.28505446,112.5290788,1,2,0,2369,2631,75,28,10
17/05/2028,19.24522469,10.91487518,52.855531,119.8864488,7,3,2,1987,3431,70,16,10
18/05/2028,17.85812645,17.46603205,51.75369501,121.4056785,5,4,2,1853,2997,98,16,19
19/05/2028,15.89947883,10.12596401,57.91585746,144.0123997,9,3,0,1518,3315,90,15,15
20/05/2028,10.06435211,16.44485062,53.06374378,148.0452077,1,4,1,2358,3409,97,19,14
21/05/2028,17.72516286,11.82864527,46.98104849,144.6500681,1,4,2,1892,3092,91,20,10
22/05/2028,17.02488342,12.32404046,59.32451451,135.9589012,6,3,2,2336,2804,93,27,19
23/05/2028,16.15253653,16.35631999,56.03238972,129.2496367,4,0,1,1760,2566,89,20,12
24/05/2028,17.60424312,19.92943466,52.60835237,134.4630818,4,1,0,2484,2729,99,16,16
25/05/2028,15.12922165,17.77717489,45.85850407,146.955461,7,0,2,1909,3482,90,26,18
26/05/2028,17.04083271,12.25839632,47.47080593,112.4999368,6,1,0,1902,2832,73,26,18
27/05/2028,19.35172087,11.76024755,53.39939848,126.7560254,8,2,1,2169,3404,92,21,15
28/05/2028,13.75805016,18.6623287,41.43961637,134.480401,3,4,1,1983,2776,95,20,12
29/05/2028,17.08121835,14.44183948,45.13361183,133.9623501,9,3,0,1803,3372,91,22,10
30/05/2028,14.75687818,11.37052803,54.27801867,112.613948,3,2,1,2123,3083,83,20,12
31/05/2028,16.74399652,18.62211423,49.6003702,129.3365764,1,1,1,2155,3220,89,23,19
01/06/2028,17.62893336,18.16092353,48.0478713,139.7956571,2,0,2,2267,3283,91,24,11
02/06/2028,10.454525,19.83906364,43.02915245,123.753949,0,3,0,2466,2643,98,16,14
03/06/2028,16.46600444,19.09743687,48.83698069,139.6649038,0,4,2,1517,2750,89,21,17
04/06/2028,12.26741184,18.51790339,55.41383942,117.9941299,6,2,0,1683,3295,97,19,14
05/06/2028,16.70032538,10.52574398,45.28025692,146.9380064,4,4,2,1904,3190,77,15,10
06/06/2028,14.68330186,11.04415369,40.10797084,126.696422,2,1,1,2298,3451,80,17,12
07/06/2028,17.73552742,15.68983194,53.37009802,129.7973975,6,4,0,2396,2579,84,18,14
08/06/2028,11.23400815,15.31479246,59.45253209,101.5680784,1,0,0,1630,2556,88,26,16
09/06/2028,16.26322352,14.57963214,52.13653127,108.5134569,2,2,0,1978,2865,77,16,14
10/06/2028,12.78470729,13.96789325,42.39843718,131.646694,0,2,0,2292,2807,82,21,19
11/06/2028,18.52981995,14.31210485,46.41466185,120.9935186,7,0,1,2256,2673,87,15,14
12/06/2028,19.28383506,15.69297934,57.35283229,125.4081895,1,4,1,1507,2961,91,17,16
13/06/2028,19.96398294,10.02076518,44.65136149,103.1485704,6,0,1,2204,3249,93,26,17
14/06/2028,17.96007402,12.60708774,52.15391807,141.7067619,8,3,2,1817,3177,86,23,17
15/06/2028,17.5373407,15.18279721,48.05342417,139.2252801,5,0,1,1890,3095,75,25,16
16/06/2028,12.15500759,17.22216099,44.15687443,109.2676988,1,4,2,2018,2992,94,28,12
17/06/2028,13.36007059,11.74156692,56.26813787,131.7164679,1,0,2,1635,3059,84,16,11
18/06/2028,14.65682542,15.46881174,54.85662553,140.9157606,8,1,1,2030,3138,82,19,10
19/06/2028,17.73381048,17.14459684,53.23182132,132.0427068,9,0,1,2412,3180,95,18,15
20/06/2028,19.14965865,14.44627658,44.72673181,115.5199048,7,0,1,2150,3365,95,26,18
21/06/2028,11.891391,10.27081134,41.95714005,132.8055575,8,4,2,1866,2873,87,17,12
22/06/2028,19.22367485,14.49268158,51.5231866,110.5230874,3,3,0,1988,3454,80,19,14
23/06/2028,16.95624652,12.96444888,51.07355667,115.9127499,3,3,1,2188,2848,82,20,18
24/06/2028,16.10770731,19.29649608,43.76770019,112.0034827,1,4,2,1510,2566,70,15,18
25/06/2028,11.99841271,11.24613386,41.12493389,127.8462551,9,4,2,2497,2829,87,16,16
26/06/2028,10.55525033,16.52475956,41.61416908,105.4113323,0,4,1,2052,3351,74,15,13
27/06/2028,15.68464899,10.52719766,59.85541973,146.665519,9,1,2,1945,2693,75,17,11
28/06/2028,16.51515683,14.46170438,55.67167789,116.6756177,3,2,1,1613,2654,70,22,11
29/06/2028,12.10781449,15.53979487,58.43974952,110.9485064,9,0,2,2191,2659,76,22,13
30/06/2028,15.56456206,12.97954931,43.90109444,124.8274907,9,4,0,2205,3195,96,18,10
01/07/2028,18.56493403,14.55075636,59.21137073,113.8498909,7,4,2,1695,2765,73,20,13
02/07/2028,18.35065945,11.63553795,42.85308703,126.7452043,1,4,1,2359,2667,78,26,15
03/07/2028,19.27355181,13.04123849,50.18163657,117.4254575,7,3,0,2236,2644,84,23,15
04/07/2028,13.6588581,16.21106325,56.59391369,106.6033405,0,4,1,2342,2685,75,28,16
05/07/2028,13.18049573,13.01800056,46.99606709,113.2947621,0,0,2,1822,3385,94,21,14
06/07/2028,17.49426006,18.99743078,48.49657066,121.9219922,3,4,0,2435,3364,86,16,18
07/07/2028,14.31112405,16.28406958,42.56370221,101.5146613,6,0,0,2272,3273,89,25,11
08/07/2028,10.87548664,14.38649018,42.4584376,138.5321264,8,1,2,2011,2922,87,16,11
09/07/2028,12.82801131,10.38756936,52.3913645,131.0912282,4,2,0,2127,3285,91,17,13
10/07/2028,14.18582286,14.99548335,53.51064737,130.0679804,1,3,0,2480,2956,73,22,13
11/07/2028,12.92516425,17.64776242,55.54665028,127.3024966,6,0,0,2161,3339,78,24,13
12/07/2028,13.32205571,12.65557598,51.13364105,129.5156586,1,1,1,2129,2844,83,29,10
13/07/2028,12.93775906,18.0677357,52.91518585,146.7325976,8,2,1,1664,3234,72,23,13
14/07/2028,10.41499167,12.51806766,40.27034543,100.4284605,8,2,0,1751,3053,70,27,14
15/07/2028,16.37094701,18.23746388,43.24341454,102.3899855,2,2,2,2278,3015,96,28,18
16/07/2028,15.9729242,10.85268342,59.69829532,109.5746705,7,0,2,1543,3287,98,17,12
17/07/2028,16.53383498,18.66183709,41.51987013,108.365069,3,1,1,1969,3295,80,23,12
18/07/2028,11.92309896,14.99186451,53.57576445,109.059723,2,4,2,1988,3435,70,26,14
19/07/2028,12.95654542,12.9653759,43.52165266,133.5971943,0,1,0,1680,3204,81,26,19
20/07/2028,16.19615927,12.6511325,54.33437172,122.9741651,4,1,2,1576,2603,94,24,15
21/07/2028,15.99627568,14.32010559,54.11980806,149.5889439,3,1,1,1873,2746,78,26,12
22/07/2028,15.06330309,19.99049498,44.6839812,111.3442957,0,0,1,2127,3311,74,22,10
23/07/2028,13.5041325,12.20327393,45.39268798,115.5415051,9,0,0,2456,2522,84,19,19
24/07/2028,19.12931005,11.03216649,53.09541427,149.2120358,7,0,1,1566,3452,87,25,17
25/07/2028,13.39770242,15.85035169,47.80172078,141.587907,7,1,1,2024,3314,78,24,10
26/07/2028,14.55619156,14.88542466,43.89095939,123.489961,7,0,1,1591,3024,82,17,11
27/07/2028,16.78113831,15.24196271,54.63359198,127.7298443,2,2,2,2257,2643,97,25,12
28/07/2028,15.43021431,16.66935418,43.08295049,142.158896,5,0,1,2278,3229,82,21,15
29/07/2028,13.46885976,12.6714407,57.11287328,124.0490123,6,3,2,2150,3194,93,23,13
30/07/2028,14.3564479,19.10664995,50.29339048,110.3011862,8,0,1,2352,3362,82,26,13
31/07/2028,17.94480818,14.35672066,42.11401208,141.4222269,4,0,1,1743,3253,96,20,18
01/08/2028,12.78129155,11.29086195,53.88144667,126.8886246,8,0,2,1840,2692,79,17,15
02/08/2028,11.4225524,17.42298757,50.38326079,107.6521299,5,0,2,2402,2964,79,19,11
03/08/2028,13.13163202,16.43104353,45.96115144,125.2792916,9,3,0,2284,3283,91,21,16
04/08/2028,18.49534215,13.15743402,48.4507876,120.660169,9,4,0,1803,2874,76,22,12
05/08/2028,10.88989715,16.21518724,45.96675487,143.8421266,9,0,2,1897,3176,97,27,18
06/08/2028,19.91696073,12.19861956,45.26051671,106.3027716,3,2,1,2202,3191,91,28,15
07/08/2028,15.41002899,14.44839359,43.27216842,143.7604902,0,3,0,1947,3128,74,26,17
08/08/2028,19.84845744,18.99412522,47.25534266,125.6105508,0,4,2,1596,2765,89,18,10
09/08/2028,19.38996422,11.33534233,45.01974413,120.2182215,9,0,2,1830,2877,76,16,11
10/08/2028,14.52813714,13.8669645,53.66868974,108.0983592,4,4,1,1704,3049,89,24,15
11/08/2028,11.98491075,18.21142425,53.67753482,135.0408981,2,2,2,1948,3055,79,16,12
12/08/2028,11.64884777,19.69490899,50.03680485,146.3403355,4,3,0,1917,3362,79,26,10
13/08/2028,12.39989364,14.53926136,55.55889055,118.7688677,4,3,1,2148,2573,95,17,15
14/08/2028,17.10132641,15.0699962,56.82679438,112.07925,0,4,2,1576,2937,94,22,14
15/08/2028,12.72949995,15.72171962,51.59532915,127.7433458,7,0,2,2395,3380,90,15,18
16/08/2028,13.4142527,19.32348142,52.37870326,139.8092974,4,1,1,2048,2725,93,28,15
17/08/2028,14.48778804,18.58206791,45.6577182,100.1883847,4,3,1,2297,3318,97,21,14
18/08/2028,19.1323268,11.70601125,57.89738401,131.5688718,8,1,1,1924,2807,82,20,10
19/08/2028,11.89393418,14.36757818,40.48412089,129.8258,7,3,0,1928,3465,84,28,10
20/08/2028,10.05026553,14.64000428,46.97204939,115.9076093,0,0,0,1984,2847,97,16,10
21/08/2028,10.6009641,17.89096112,54.43600843,122.5711502,2,0,2,2314,2975,97,23,16
22/08/2028,19.04766342,16.02892883,41.60179019,112.3481612,6,3,2,1634,2814,75,27,15
23/08/2028,16.47516465,16.54220462,43.66339055,139.4942869,0,4,1,2153,3024,89,26,14
24/08/2028,12.73040619,19.98199908,51.78571456,131.7267467,0,0,2,1753,2924,81,19,13
25/08/2028,11.77192501,10.74960043,51.19987343,126.6355811,4,0,2,2059,3023,88,16,17
26/08/2028,12.94266737,12.23009824,54.77856592,119.6263099,8,2,1,1754,3061,80,17,17
27/08/2028,11.14796927,14.07895937,56.25225278,114.5692193,5,0,0,2145,3499,75,21,14
28/08/2028,19.4153291,13.47782403,42.57159157,141.1368243,9,2,0,2301,3324,70,21,13
29/08/2028,17.84206174,10.21645561,40.3676198,122.5703835,1,0,0,2219,3445,71,24,11
30/08/2028,14.62391177,10.91777606,53.79277039,125.072371,8,0,2,1998,2748,92,15,16
31/08/2028,18.64962605,16.80953291,46.02783592,126.0414365,5,4,1,2112,3130,84,29,14
01/09/2028,12.49458204,18.79324463,52.51967828,122.4183468,4,4,0,1983,3068,73,24,12
02/09/2028,17.17120568,15.14227011,43.01089176,112.8044213,4,0,2,1545,2681,74,28,18
03/09/2028,18.56132499,15.3919108,49.38080093,106.017022,2,3,1,1942,3461,84,25,18
04/09/2028,13.56768712,12.55093433,50.08849492,104.9268634,5,3,0,2081,3275,80,25,19
05/09/2028,17.57464445,17.67876364,51.70155633,137.8731262,3,0,0,2147,2605,79,26,17
06/09/2028,12.95072349,17.51794587,50.26340033,111.1763911,9,3,1,2291,2690,86,18,10
07/09/2028,12.98857135,15.88365689,49.9138154,102.7836407,1,0,2,2078,2636,71,20,12
08/09/2028,11.07057179,12.12664287,46.65468308,139.8758703,2,4,2,1503,3199,89,22,11
09/09/2028,14.40058047,10.97018218,41.42360473,107.7030826,8,1,0,2235,2619,93,17,13
10/09/2028,17.29711906,10.64238576,41.79040394,131.2573046,8,2,1,1500,3253,79,28,11
11/09/2028,19.40220806,15.92696067,48.67556549,116.9321636,5,3,2,1789,3330,89,17,17
12/09/2028,16.03796992,18.25035319,47.11586256,106.3240128,9,3,1,1608,2571,99,22,10
13/09/2028,18.63135538,18.58330432,50.32269609,120.724049,9,4,1,2276,3254,72,22,13
14/09/2028,18.22494649,14.63622074,46.09676339,100.7404431,8,3,0,2074,2630,88,22,14
15/09/2028,11.73343053,17.84271299,53.75820183,142.0522491,3,0,1,1959,2956,97,15,19
16/09/2028,14.85817429,19.46880196,57.27909644,125.6748981,4,0,1,1765,3280,74,22,13
17/09/2028,11.16923536,12.75170112,45.97726378,106.9580005,9,1,1,1637,3404,72,22,17
18/09/2028,16.82153162,13.97960346,43.85968016,111.8490159,5,1,2,1933,2978,77,16,11
19/09/2028,19.49899668,19.31478993,42.32361149,122.3987596,8,1,0,1543,3484,74,26,18
20/09/2028,11.37089458,13.38230967,52.32508081,109.4434691,4,0,0,2385,2551,97,23,11
21/09/2028,17.33883131,19.1387629,48.87711982,113.4299581,7,1,1,2009,3073,99,21,11
22/09/2028,16.32238151,19.81044862,43.76031434,126.7192782,0,1,1,2443,2618,81,22,11
23/09/2028,15.83605037,16.61810729,53.06273467,141.6304507,4,0,2,2482,3376,83,16,19
24/09/2028,13.90120235,18.1689029,42.96966366,120.0919843,9,4,0,1761,2763,76,18,17
25/09/2028,13.55131648,17.49545564,51.08601412,135.8487637,0,3,2,2227,2738,80,21,12
26/09/2028,10.45249189,16.99534258,50.54296763,143.8342107,9,2,0,2132,2850,77,20,19
27/09/2028,12.17908708,13.06931073,54.68455602,110.815047,5,0,2,1651,3392,74,21,19
28/09/2028,10.15176882,10.57094338,41.1021928,140.3595985,6,0,1,1712,2754,77,15,17
29/09/2028,15.81417106,13.43051733,57.75745864,137.8701099,4,2,2,1733,3184,81,22,16
30/09/2028,11.05853236,16.66935985,54.05983452,117.8468649,0,2,1,2362,2808,84,27,19
01/10/2028,18.73019394,11.02529198,44.32251997,149.475998,5,1,0,2122,3248,88,21,13
02/10/2028,15.23143021,10.11917983,43.66810697,113.1286186,9,2,0,2453,3330,85,27,16
03/10/2028,16.99689909,11.39692373,48.63320428,112.7401633,4,3,1,1860,3106,83,18,17
04/10/2028,14.10857092,17.15735926,56.35130659,138.6129582,5,3,0,1819,3348,97,15,15
05/10/2028,15.60579809,19.72793702,56.85899986,121.7328659,9,3,2,1721,2994,76,29,15
06/10/2028,19.42659177,19.830647,50.40912184,116.5397497,6,3,1,2451,2556,77,22,12
07/10/2028,10.8273404,14.93979149,57.21621725,108.9331403,6,3,0,2237,3449,76,24,14
08/10/2028,12.53937772,18.69352301,40.10887418,138.2666215,1,1,2,1709,2902,99,21,19
09/10/2028,17.79988327,17.36826456,40.70349263,139.3160903,2,0,2,1895,2566,87,22,11
10/10/2028,10.98737207,15.01040237,58.23643187,128.3282002,5,2,0,2430,2545,93,24,14
11/10/2028,10.75661104,15.72760533,55.5066386,147.8656807,2,0,0,2082,3105,75,15,14
12/10/2028,13.61541399,11.37227147,49.01412117,115.9081635,1,2,2,1988,3149,95,19,16
13/10/2028,10.92167958,19.37661461,55.07220263,110.9809523,3,1,1,2371,2868,88,23,13
14/10/2028,15.85078442,13.51929771,59.11278923,133.8733384,4,1,0,2100,3104,73,19,15
15/10/2028,12.26275251,14.46149256,55.44179048,137.920432,9,4,0,2273,2731,92,27,18
16/10/2028,18.95697963,16.71660231,56.84742668,111.2452985,8,4,1,2460,2901,72,28,13
17/10/2028,17.83500081,13.33902472,55.21213163,103.8305382,2,1,1,2377,3407,86,28,15
18/10/2028,16.99705206,12.54259161,43.36422185,140.5258243,2,1,0,1963,3060,91,24,18
19/10/2028,16.16944027,16.31049393,56.67148219,148.8250987,5,2,1,2199,2522,88,26,19
20/10/2028,18.6346573,10.24984082,43.9021764,132.2336143,4,1,2,2123,3073,96,17,10
21/10/2028,12.23062062,17.20725112,57.85222656,113.893345,5,0,2,1951,2766,84,23,17
22/10/2028,18.73108843,15.1402337,49.17299796,149.8336304,6,2,2,1912,3340,95,27,10
23/10/2028,17.89492298,16.05753731,53.53953505,144.6633318,2,1,0,2433,2617,75,23,13
24/10/2028,17.48160826,16.31880159,49.94481696,125.6690323,4,2,1,2250,3451,95,18,12
25/10/2028,15.61255678,15.27050156,41.87981859,141.2660642,7,2,2,1975,3099,81,18,13
26/10/2028,12.46244161,15.82533777,45.81444615,140.7910262,3,3,1,1755,3100,88,25,16
27/10/2028,14.23547916,16.83788201,59.67463708,146.7399485,9,4,2,1649,2554,75,22,18
28/10/2028,17.93570655,17.53118847,59.21429503,142.0461922,1,2,1,1626,2652,80,21,18
29/10/2028,10.31778484,17.27452391,46.40973795,132.1839618,3,2,2,1891,2738,89,25,19
30/10/2028,17.82050769,18.69616458,59.92593608,130.4651859,1,3,2,2330,2764,98,19,10
31/10/2028,12.4007074,11.89443433,56.91102391,123.3678644,2,1,2,1979,2767,89,20,19
01/11/2028,11.44309201,14.01147969,52.21918999,131.324282,3,2,2,2492,3406,79,29,10
02/11/2028,11.15701318,19.47796066,40.80249241,139.7608293,3,3,2,1896,2612,95,17,18
03/11/2028,10.27250012,13.96590574,58.02893659,148.4518813,9,0,2,2422,2665,85,28,13
04/11/2028,15.23586485,11.24870077,51.14858559,123.3643679,8,3,2,1901,3167,96,29,12
05/11/2028,12.18259873,15.25445126,57.36952302,128.6826601,9,4,2,1773,2507,87,20,18
06/11/2028,19.89431766,11.09490973,56.6885824,122.2402748,5,4,2,2344,3213,83,27,14
07/11/2028,15.74436756,12.02853239,56.6601243,133.424431,8,1,1,2481,2716,73,22,15
08/11/2028,11.37885269,19.98318757,53.96347721,131.4960252,3,1,1,2457,2930,96,24,10
09/11/2028,16.88762541,15.41362638,45.82830277,100.8916895,8,4,0,2409,2791,81,28,10
10/11/2028,18.97743567,12.84058389,46.72320515,127.058078,8,4,2,1638,3392,89,27,16
11/11/2028,17.45179495,19.94774955,46.16938425,104.4243448,5,2,1,1602,2549,96,25,19
12/11/2028,10.76439861,19.66558919,40.40091999,101.3191809,4,4,1,1741,2606,92,23,17
13/11/2028,18.95884181,14.40739041,51.65137818,139.5598581,2,1,1,1616,2508,90,17,17
